Package,Pre-Processing Technique,Threshold,Cluster,Cluster Size,Features (Genes),Fbeta,layer,num_layers,activation,kernel_regularizer,optimizer,loss
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP PCDH20,61,1427,0.78125,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 FEZF2 SCN4B,25,1427,1,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 GAD1 GLP1R,27,1427,1,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 PVALB SULF1,167,1427,0.84507,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB FOLH1B,870,1427,0.938215,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 GAD1 MC4R,107,1427,0.952381,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST CHRNA4,52,1427,0.882353,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 PVALB WFDC2,387,1427,0.957179,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Oligo L1-6 OPALIN,313,1427,0.996785,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP ADAMTSL1,72,1427,0.853659,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 SST CALB1,279,1427,0.964286,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS DCSTAMP,53,1427,0.357143,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-2 FGFR3 GFAP,61,1427,0.9375,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-6 FGFR3 SLC14A1,230,1427,0.934959,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB COL22A1,160,1427,0.961538,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST NPY,15,1427,0.789474,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST HPGD,60,1427,0.961538,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 OR2T8,19,1427,0.833333,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 CDH12,90,1427,0.918367,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 RORB TTC12,167,1427,0.771605,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 SLC17A7 IL15,56,1427,0.714286,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-4 RORB CARM1P1,280,1427,0.844156,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 ABO,373,1427,0.989446,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Micro L1-3 TYROBP,63,1427,0.983607,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP LBH,47,1427,0.97561,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 SST BAGE2,108,1427,0.904762,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST KLHDC8A,63,1427,0.942029,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 VIP HS3ST3A1,80,1427,0.882353,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 PAX6 SYT6,29,1427,0.961538,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST MIR548F2,80,1427,0.789474,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB SEMA3E,777,1427,0.951469,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP OPRM1,52,1427,0.833333,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,OPC L1-6 PDGFRA,238,1427,0.983607,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP TYR,62,1427,0.846154,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS C1QL3,1537,1427,0.983333,100 100 100,3,relu,1.00E-04,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 LAMP5 LCP2,356,1427,0.964187,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-3 LINC00507 FREM3,2284,1427,0.947346,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2 LAMP5 LTK,812,1427,0.895062,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 PVALB LGR5,52,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 SST FRZB,64,1427,0.779221,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-3 VIP CASC6,45,1427,0.853659,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB TWIST2,93,1427,0.689655,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP CBLN1,67,1427,0.740741,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP CHRNA6,25,1427,0.952381,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-4 LINC00507 GLP2R,170,1427,0.843373,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS CRABP1,147,1427,0.931034,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 FEZF2 IL26,344,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 PVALB SCUBE3,32,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST B3GAT2,182,1427,0.891892,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP TSPAN12,42,1427,0.833333,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP SPAG17,33,1427,0.652174,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS FGF10,78,1427,0.84507,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST TH,27,1427,0.882353,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 PVALB MEPE,64,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 LAMP5 CA1,256,1427,0.984556,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB DAPK2,173,1427,0.917722,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 SST STK32A,93,1427,0.944444,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 VIP QPCT,37,1427,0.869565,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-5 SST ADGRG6,132,1427,0.952381,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB FILIP1L,153,1427,0.759494,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST NPM1P10,79,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB ESR1,1428,1427,0.991531,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST GXYLT2,41,1427,0.769231,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP GGH,68,1427,0.769231,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST NMBR,283,1427,0.942761,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 EFTUD1P1,314,1427,0.944272,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 LAMP5 DBP,21,1427,0,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 SCUBE1,52,1427,0.930233,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP PENK,17,1427,0.625,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CHRM2,175,1427,0.91195,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Endo L2-6 NOSTRIN,9,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 TNFAIP8L3,16,1427,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP SERPINF1,55,1427,0.930233,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB C1R,160,1427,0.84375,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CCDC184,64,1427,0.901639,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP PCDH20,61,1427,0.882353,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 FEZF2 SCN4B,25,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 GAD1 GLP1R,27,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 PVALB SULF1,167,1427,0.864198,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB FOLH1B,870,1427,0.942529,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 GAD1 MC4R,107,1427,0.884956,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST CHRNA4,52,1427,0.784314,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 PVALB WFDC2,387,1427,0.958904,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Oligo L1-6 OPALIN,313,1427,0.984127,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP ADAMTSL1,72,1427,0.984848,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 SST CALB1,279,1427,0.954861,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS DCSTAMP,53,1427,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-2 FGFR3 GFAP,61,1427,0.9375,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-6 FGFR3 SLC14A1,230,1427,0.934959,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB COL22A1,160,1427,0.930233,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST NPY,15,1427,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST HPGD,60,1427,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 OR2T8,19,1427,0.625,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 CDH12,90,1427,0.957447,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 RORB TTC12,167,1427,0.882353,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 SLC17A7 IL15,56,1427,0.704225,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-4 RORB CARM1P1,280,1427,0.947581,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 ABO,373,1427,0.989446,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Micro L1-3 TYROBP,63,1427,0.983607,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP LBH,47,1427,0.853659,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 SST BAGE2,108,1427,0.927835,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST KLHDC8A,63,1427,0.964912,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 VIP HS3ST3A1,80,1427,0.689655,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 PAX6 SYT6,29,1427,0.961538,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST MIR548F2,80,1427,0.721154,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB SEMA3E,777,1427,0.92122,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP OPRM1,52,1427,0.689655,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,OPC L1-6 PDGFRA,238,1427,0.983607,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP TYR,62,1427,0.964912,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS C1QL3,1537,1427,0.980077,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 LAMP5 LCP2,356,1427,0.943396,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-3 LINC00507 FREM3,2284,1427,0.948463,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2 LAMP5 LTK,812,1427,0.934959,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 PVALB LGR5,52,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 SST FRZB,64,1427,0.769231,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-3 VIP CASC6,45,1427,0.862069,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB TWIST2,93,1427,0.696203,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP CBLN1,67,1427,0.846154,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP CHRNA6,25,1427,0.517241,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-4 LINC00507 GLP2R,170,1427,0.752427,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS CRABP1,147,1427,0.939597,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 FEZF2 IL26,344,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 PVALB SCUBE3,32,1427,0.735294,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST B3GAT2,182,1427,0.805369,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP TSPAN12,42,1427,0.833333,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP SPAG17,33,1427,0.185185,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS FGF10,78,1427,0.915493,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST TH,27,1427,0.952381,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 PVALB MEPE,64,1427,0.942029,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 LAMP5 CA1,256,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB DAPK2,173,1427,0.890805,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 SST STK32A,93,1427,0.737705,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 VIP QPCT,37,1427,0.897436,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-5 SST ADGRG6,132,1427,0.942623,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB FILIP1L,153,1427,0.719178,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST NPM1P10,79,1427,0.952381,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB ESR1,1428,1427,0.990203,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST GXYLT2,41,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP GGH,68,1427,0.769231,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST NMBR,283,1427,0.982456,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 EFTUD1P1,314,1427,0.973597,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 LAMP5 DBP,21,1427,0.833333,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 SCUBE1,52,1427,0.851064,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP PENK,17,1427,0.625,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CHRM2,175,1427,0.885714,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Endo L2-6 NOSTRIN,9,1427,0.833333,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 TNFAIP8L3,16,1427,0.909091,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP SERPINF1,55,1427,0.930233,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB C1R,160,1427,0.853659,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CCDC184,64,1427,0.846154,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP PCDH20,61,1427,0.75,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 FEZF2 SCN4B,25,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 GAD1 GLP1R,27,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 PVALB SULF1,167,1427,0.804598,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB FOLH1B,870,1427,0.954023,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 GAD1 MC4R,107,1427,0.789474,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST CHRNA4,52,1427,0.813953,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 PVALB WFDC2,387,1427,0.922693,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Oligo L1-6 OPALIN,313,1427,0.996785,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP ADAMTSL1,72,1427,0.897436,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 SST CALB1,279,1427,0.976563,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS DCSTAMP,53,1427,0.978261,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-2 FGFR3 GFAP,61,1427,0.454545,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-6 FGFR3 SLC14A1,230,1427,0.92,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB COL22A1,160,1427,0.922619,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST NPY,15,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST HPGD,60,1427,0.875,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 OR2T8,19,1427,0.625,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 CDH12,90,1427,0.957447,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 RORB TTC12,167,1427,0.860215,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 SLC17A7 IL15,56,1427,0.6,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-4 RORB CARM1P1,280,1427,0.897887,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 ABO,373,1427,1,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Micro L1-3 TYROBP,63,1427,0.923077,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP LBH,47,1427,0.888889,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 SST BAGE2,108,1427,0.941176,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST KLHDC8A,63,1427,0.918367,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 VIP HS3ST3A1,80,1427,0.855263,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 PAX6 SYT6,29,1427,0.833333,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST MIR548F2,80,1427,0.75,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB SEMA3E,777,1427,0.943396,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP OPRM1,52,1427,0.595238,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,OPC L1-6 PDGFRA,238,1427,0.983607,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP TYR,62,1427,0.869565,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS C1QL3,1537,1427,0.992063,100 100 100,3,selu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 LAMP5 LCP2,356,1427,0.950413,100 100 100,3,sigmoid,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-3 LINC00507 FREM3,2284,1427,0.952278,100 100 100,3,sigmoid,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2 LAMP5 LTK,812,1427,0.914322,100 100 100,3,sigmoid,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 PVALB LGR5,52,1427,0.818182,100 100 100,3,sigmoid,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 SST FRZB,64,1427,0.777778,100 100 100,3,sigmoid,0.cs,adam,SCCE
